uri,label,all_labels,parents
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/WaterwayRerouting,waterway rerouting,waterway rerouting,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/environemntal_mechanism
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/WorkplaceFraud,workplace fraud,workplace fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FraudActivity
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Worm,worm,worm,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/CyberExploit
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ZeroDayExploit,zero day exploit,zero day exploit,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/CyberExploit
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/board,board,board,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/GovernmentalUnit
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/council,council,council,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/GovernmentalUnit
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/cultural_heritage_institution,cultural heritage institution,cultural heritage institution,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/GovernmentalUnit
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/elderly,senior citizen,senior citizen,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Person
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/electionFraudMechanism,election fraud mechanism,election fraud mechanism,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Mechanism
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/electionOfficialFraud,election official fraud,election official fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/electionFraudMechanism
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/eligibilityMisrepresentation,eligibility misrepresentation,eligibility misrepresentation,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Misrepresentation
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/emissionsTampering,emissions tampering scam,emissions tampering scam,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Scam
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/employmentAttestationFraud,employment attestation fraud,employment attestation fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/InflatedIncomeMortgageFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/employmentFraudMechanism,employment fraud mechanism,employment fraud mechanism,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Mechanism
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/equitySkimming,straw buyer,straw buyer,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MortgageFraud; https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MortgageScheme
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/equitySkimmingFraud,equity skimming fraud,equity skimming fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MortgageFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/escrowServicesFraud,escrow services fraud,escrow services fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ConsumerFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/facilitationPayment,facilitation payment,facilitation payment,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Bribery
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/failure_to_disclose,concealment,concealment,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ImproperDisclosure
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/failure_to_match_funds,failure to match funds,failure to match funds,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Mechanism
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/falseCertification,false servicer certification,false servicer certification,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MortgageFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/falseEligibilityDisasterClaim,false eligibility disaster claim,false eligibility disaster claim,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/DisasterAssistanceFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/falseMortgageCertifications,false mortgage certifications,false mortgage certifications,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MortgageFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/false_declaration,false declaration,false declaration,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Misrepresentation
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/falsified_declaration,falsified declaration,falsified declaration,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/false_declaration
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/falsified_evidence,falsified evidence,falsified evidence,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Misrepresentation
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/family,family,family,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PartyInRole
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/federalMeasurement,federal baseline measure,federal baseline measure,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FederalGuideline
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/federalSalary,federal salary schedule,federal salary schedule,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FederalAdministrativeProcess
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/federal_committee,federal committee,federal committee,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/committee
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/federal_cultural_heritage_institution,federal cultural heritage institution,federal cultural heritage institution,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/cultural_heritage_institution
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/feeChurning,insurance fee churning,insurance fee churning,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/InsuranceFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/felonVoting,ineligible voting,ineligible voting,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/electionFraudMechanism
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/nonfinancial_impact,nonfinancial impact,nonfinancial impact,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Impact
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/phantomEmployee,phantom employee,phantom employee,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/employmentFraudMechanism
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/public_emergency_fraud,public emergency fraud,public emergency fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FraudActivity
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/supervised_release,supervised release,supervised release,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FraudActivity; https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/LossOfFreedom
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo//ProgressPaymentFraud,grant progress payment fraud,grant progress payment fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/GrantFraud
